"","Date","station","species","detected","url","geom"
"1425",2023-10-29,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1426",2023-10-29,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1427",2023-10-29,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1428",2023-10-29,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1429",2023-10-28,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1430",2023-10-28,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1431",2023-10-28,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1432",2023-10-28,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1433",2023-10-27,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1434",2023-10-27,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1435",2023-10-27,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1436",2023-10-27,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1437",2023-10-26,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1438",2023-10-26,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1439",2023-10-26,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1440",2023-10-26,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1441",2023-10-25,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1442",2023-10-25,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1443",2023-10-25,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1444",2023-10-25,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1445",2023-10-24,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1446",2023-10-24,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1447",2023-10-24,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1448",2023-10-24,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1449",2023-10-23,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1450",2023-10-23,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1451",2023-10-23,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1452",2023-10-23,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1453",2023-10-22,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1454",2023-10-22,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1455",2023-10-22,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1456",2023-10-22,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1457",2023-10-21,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1458",2023-10-21,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1459",2023-10-21,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1460",2023-10-21,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1461",2023-10-20,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1462",2023-10-20,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1463",2023-10-20,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1464",2023-10-20,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1465",2023-10-19,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1466",2023-10-19,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1467",2023-10-19,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1468",2023-10-19,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1469",2023-10-18,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1470",2023-10-18,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1471",2023-10-18,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1472",2023-10-18,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1473",2023-10-17,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1474",2023-10-17,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1475",2023-10-17,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1476",2023-10-17,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1477",2023-10-16,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1478",2023-10-16,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1479",2023-10-16,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1480",2023-10-16,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1481",2023-10-15,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1482",2023-10-15,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1483",2023-10-15,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1484",2023-10-15,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1485",2023-10-14,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1486",2023-10-14,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1487",2023-10-14,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1488",2023-10-14,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1489",2023-10-13,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1490",2023-10-13,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1491",2023-10-13,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1492",2023-10-13,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1493",2023-10-12,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1494",2023-10-12,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1495",2023-10-12,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1496",2023-10-12,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1497",2023-10-11,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1498",2023-10-11,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1499",2023-10-11,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1500",2023-10-11,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1501",2023-10-10,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1502",2023-10-10,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1503",2023-10-10,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1504",2023-10-10,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1505",2023-10-09,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1506",2023-10-09,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1507",2023-10-09,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1508",2023-10-09,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1509",2023-10-08,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1510",2023-10-08,"mdoc","Fin whale",TRUE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1511",2023-10-08,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1512",2023-10-08,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1513",2023-10-07,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1514",2023-10-07,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1515",2023-10-07,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1516",2023-10-07,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1517",2023-10-06,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1518",2023-10-06,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1519",2023-10-06,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1520",2023-10-06,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1521",2023-10-05,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1522",2023-10-05,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1523",2023-10-05,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1524",2023-10-05,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1525",2023-10-04,"mdoc","Sei whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1526",2023-10-04,"mdoc","Fin whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1527",2023-10-04,"mdoc","Right whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1528",2023-10-04,"mdoc","Humpback whale",FALSE,"http://dcs.whoi.edu/mdoc1023/mdoc1023_mdoc.shtml",c(-74.6, 38.4)
"1529",2024-02-14,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1530",2024-02-14,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1531",2024-02-14,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1532",2024-02-14,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1533",2024-02-13,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1534",2024-02-13,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1535",2024-02-13,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1536",2024-02-13,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1537",2024-02-12,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1538",2024-02-12,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1539",2024-02-12,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1540",2024-02-12,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1541",2024-02-11,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1542",2024-02-11,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1543",2024-02-11,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1544",2024-02-11,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1545",2024-02-10,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1546",2024-02-10,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1547",2024-02-10,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1548",2024-02-10,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1549",2024-02-09,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1550",2024-02-09,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1551",2024-02-09,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1552",2024-02-09,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1553",2024-02-08,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1554",2024-02-08,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1555",2024-02-08,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1556",2024-02-08,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1557",2024-02-07,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1558",2024-02-07,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1559",2024-02-07,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1560",2024-02-07,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1561",2024-02-06,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1562",2024-02-06,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1563",2024-02-06,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1564",2024-02-06,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1565",2024-02-05,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1566",2024-02-05,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1567",2024-02-05,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1568",2024-02-05,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1569",2024-02-04,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1570",2024-02-04,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1571",2024-02-04,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1572",2024-02-04,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1573",2024-02-03,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1574",2024-02-03,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1575",2024-02-03,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1576",2024-02-03,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1577",2024-02-02,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1578",2024-02-02,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1579",2024-02-02,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1580",2024-02-02,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1581",2024-02-01,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1582",2024-02-01,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1583",2024-02-01,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1584",2024-02-01,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1585",2024-01-31,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1586",2024-01-31,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1587",2024-01-31,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1588",2024-01-31,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1589",2024-01-30,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1590",2024-01-30,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1591",2024-01-30,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1592",2024-01-30,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1593",2024-01-29,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1594",2024-01-29,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1595",2024-01-29,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1596",2024-01-29,"vacc","Humpback whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1597",2024-01-28,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1598",2024-01-28,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1599",2024-01-28,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1600",2024-01-28,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1601",2024-01-27,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1602",2024-01-27,"vacc","Fin whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1603",2024-01-27,"vacc","Right whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1604",2024-01-27,"vacc","Humpback whale",TRUE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1605",2024-01-26,"vacc","Sei whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1606",2024-01-26,"vacc","Fin whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
"1607",2024-01-26,"vacc","Right whale",FALSE,"http://dcs.whoi.edu/vacc1023/vacc1023_vacc.shtml",c(-75.2, 37.2)
