"","Date","station","species","detected","url","geom"
"488",2023-10-16,"nybnw","Humpback whale",TRUE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"489",2023-10-15,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"490",2023-10-15,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"491",2023-10-15,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"492",2023-10-15,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"493",2023-10-14,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"494",2023-10-14,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"495",2023-10-14,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"496",2023-10-14,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"497",2023-10-13,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"498",2023-10-13,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"499",2023-10-13,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"500",2023-10-13,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"501",2023-10-12,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"502",2023-10-12,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"503",2023-10-12,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"504",2023-10-12,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"505",2023-10-11,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"506",2023-10-11,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"507",2023-10-11,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"508",2023-10-11,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"509",2023-10-10,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"510",2023-10-10,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"511",2023-10-10,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"512",2023-10-10,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"513",2023-10-09,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"514",2023-10-09,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"515",2023-10-09,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"516",2023-10-09,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"517",2023-10-08,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"518",2023-10-08,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"519",2023-10-08,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"520",2023-10-08,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"521",2023-10-07,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"522",2023-10-07,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"523",2023-10-07,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"524",2023-10-07,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"525",2023-10-06,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"526",2023-10-06,"nybnw","Fin whale",TRUE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"527",2023-10-06,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"528",2023-10-06,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"529",2023-10-05,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"530",2023-10-05,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"531",2023-10-05,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"532",2023-10-05,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"533",2023-10-04,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"534",2023-10-04,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"535",2023-10-04,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"536",2023-10-04,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"537",2023-10-03,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"538",2023-10-03,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"539",2023-10-03,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"540",2023-10-03,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"541",2023-10-02,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"542",2023-10-02,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"543",2023-10-02,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"544",2023-10-02,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"545",2023-10-01,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"546",2023-10-01,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"547",2023-10-01,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"548",2023-10-01,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"549",2023-09-30,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"550",2023-09-30,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"551",2023-09-30,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"552",2023-09-30,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"553",2023-09-29,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"554",2023-09-29,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"555",2023-09-29,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"556",2023-09-29,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"557",2023-09-28,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"558",2023-09-28,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"559",2023-09-28,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"560",2023-09-28,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"561",2023-09-27,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"562",2023-09-27,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"563",2023-09-27,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"564",2023-09-27,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"565",2023-09-26,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"566",2023-09-26,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"567",2023-09-26,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"568",2023-09-26,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"569",2023-09-25,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"570",2023-09-25,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"571",2023-09-25,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"572",2023-09-25,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"573",2023-09-24,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"574",2023-09-24,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"575",2023-09-24,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"576",2023-09-24,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"577",2023-09-23,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"578",2023-09-23,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"579",2023-09-23,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"580",2023-09-23,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"581",2023-09-22,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"582",2023-09-22,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"583",2023-09-22,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"584",2023-09-22,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"585",2023-09-21,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"586",2023-09-21,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"587",2023-09-21,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"588",2023-09-21,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"589",2023-09-20,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"590",2023-09-20,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"591",2023-09-20,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"592",2023-09-20,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"593",2023-09-19,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"594",2023-09-19,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"595",2023-09-19,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"596",2023-09-19,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"597",2023-09-18,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"598",2023-09-18,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"599",2023-09-18,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"600",2023-09-18,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"601",2023-09-17,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"602",2023-09-17,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"603",2023-09-17,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"604",2023-09-17,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"605",2023-09-16,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"606",2023-09-16,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"607",2023-09-16,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"608",2023-09-16,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"609",2023-09-15,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"610",2023-09-15,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"611",2023-09-15,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"612",2023-09-15,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"613",2023-09-14,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"614",2023-09-14,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"615",2023-09-14,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"616",2023-09-14,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"617",2023-09-13,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"618",2023-09-13,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"619",2023-09-13,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"620",2023-09-13,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"621",2023-09-12,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"622",2023-09-12,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"623",2023-09-12,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"624",2023-09-12,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"625",2023-09-11,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"626",2023-09-11,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"627",2023-09-11,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"628",2023-09-11,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"629",2023-09-10,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"630",2023-09-10,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"631",2023-09-10,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"632",2023-09-10,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"633",2023-09-09,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"634",2023-09-09,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"635",2023-09-09,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"636",2023-09-09,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"637",2023-09-08,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"638",2023-09-08,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"639",2023-09-08,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"640",2023-09-08,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"641",2023-09-07,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"642",2023-09-07,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"643",2023-09-07,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"644",2023-09-07,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"645",2023-09-06,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"646",2023-09-06,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"647",2023-09-06,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"648",2023-09-06,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"649",2023-09-05,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"650",2023-09-05,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"651",2023-09-05,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"652",2023-09-05,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"653",2023-09-04,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"654",2023-09-04,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"655",2023-09-04,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"656",2023-09-04,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"657",2023-09-03,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"658",2023-09-03,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"659",2023-09-03,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"660",2023-09-03,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"661",2023-09-02,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"662",2023-09-02,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"663",2023-09-02,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"664",2023-09-02,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"665",2023-09-01,"nybnw","Sei whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"666",2023-09-01,"nybnw","Fin whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"667",2023-09-01,"nybnw","Right whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
"668",2023-09-01,"nybnw","Humpback whale",FALSE,"http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml",c(-73.5, 40.4)
