"Date","species","detected","station","url"
2023-08-11,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-10,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-10,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-10,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-10,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-09,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-09,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-09,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-09,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-08,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-08,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-08,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-08,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-07,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-07,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-07,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-07,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-06,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-06,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-06,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-06,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-05,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-05,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-05,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-05,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-04,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-04,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-04,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-04,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-03,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-03,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-03,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-03,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-02,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-02,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-02,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-02,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-01,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-01,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-01,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-08-01,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-31,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-31,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-31,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-31,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-30,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-30,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-30,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-30,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-29,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-29,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-29,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-29,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-28,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-28,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-28,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-28,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-27,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-27,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-27,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-27,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-26,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-26,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-26,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-26,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-25,"Sei whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-25,"Fin whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-25,"Right whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2023-07-25,"Humpback whale",FALSE,"nybnw","http://dcs.whoi.edu/nybnw0723/nybnw0723_nybnw.shtml"
2024-03-08,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-08,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-08,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-08,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-07,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-07,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-07,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-07,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-06,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-06,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-06,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-06,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-05,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-05,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-05,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-05,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-04,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-04,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-04,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-04,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-03,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-03,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-03,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-03,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-02,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-02,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-02,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-02,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-01,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-01,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-01,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-03-01,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-29,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-29,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-29,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-29,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-28,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-28,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-28,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-28,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-27,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-27,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-27,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-27,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-26,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-26,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-26,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-26,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-25,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-25,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-25,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-25,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-24,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-24,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-24,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-24,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-23,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-23,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-23,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-23,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-22,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-22,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-22,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-22,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-21,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-21,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-21,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-21,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-20,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-20,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-20,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-20,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-19,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-19,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-19,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-19,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-18,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-18,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-18,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-18,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-17,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-17,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-17,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-17,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-16,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-16,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-16,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-16,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-15,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-15,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-15,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-15,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-14,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-14,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-14,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-14,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-13,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-13,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-13,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-13,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-12,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-12,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-12,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2024-02-12,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-20,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-20,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-20,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-20,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-19,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-19,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-19,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-19,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-18,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-18,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-18,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-18,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-17,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-17,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-17,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-17,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-16,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-16,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-16,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-16,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-15,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-15,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-15,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-15,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-14,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-14,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-14,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-14,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-13,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-13,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-13,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-13,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-12,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-12,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-12,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-12,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-11,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-11,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-11,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-11,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-10,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-10,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-10,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-10,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-09,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-09,"Fin whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-09,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-09,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-08,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-08,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-08,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-08,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-07,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-07,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-07,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-07,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-06,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-06,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-06,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-06,"Humpback whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-05,"Sei whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-05,"Fin whale",TRUE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
2023-09-05,"Right whale",FALSE,"nybse","http://dcs.whoi.edu/nybse0823/nybse0823_nybse.shtml"
